resume_text,experience_years,role,skills,education,selected
"Machine Learning Engineer with 1 years experience. Skilled in HTML, Deep Learning, Pandas, Kubernetes, PyTorch, Flask, Git. Education: MCA.",1,Machine Learning Engineer,"HTML, Deep Learning, Pandas, Kubernetes, PyTorch, Flask, Git",MCA,0
"Machine Learning Engineer with 6 years experience. Skilled in Node.js, HTML, Django, Kubernetes, Machine Learning. Education: BCA.",6,Machine Learning Engineer,"Node.js, HTML, Django, Kubernetes, Machine Learning",BCA,0
"Backend Developer with 3 years experience. Skilled in HTML, Deep Learning, Node.js, Flask, SQL, Java. Education: B.Tech.",3,Backend Developer,"HTML, Deep Learning, Node.js, Flask, SQL, Java",B.Tech,0
"Backend Developer with 2 years experience. Skilled in React, Pandas, Data Analysis, JavaScript, Flask, Kubernetes. Education: B.Sc Computer Science.",2,Backend Developer,"React, Pandas, Data Analysis, JavaScript, Flask, Kubernetes",B.Sc Computer Science,1
"Data Scientist with 1 years experience. Skilled in Node.js, PyTorch, C++, HTML. Education: M.Tech.",1,Data Scientist,"Node.js, PyTorch, C++, HTML",M.Tech,0
"Data Scientist with 3 years experience. Skilled in PyTorch, AWS, HTML, C++, Data Analysis, Flask, SQL. Education: B.Sc Computer Science.",3,Data Scientist,"PyTorch, AWS, HTML, C++, Data Analysis, Flask, SQL",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in JavaScript, Machine Learning, Python, Pandas. Education: M.Tech.",5,DevOps Engineer,"JavaScript, Machine Learning, Python, Pandas",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in HTML, CSS, JavaScript, Machine Learning, Django, C++, Git, Kubernetes. Education: B.Tech.",1,DevOps Engineer,"HTML, CSS, JavaScript, Machine Learning, Django, C++, Git, Kubernetes",B.Tech,1
"DevOps Engineer with 7 years experience. Skilled in SQL, Kubernetes, C++, JavaScript. Education: M.Tech.",7,DevOps Engineer,"SQL, Kubernetes, C++, JavaScript",M.Tech,1
"Web Developer with 5 years experience. Skilled in HTML, React, Kubernetes, Data Analysis, Python, C++, NumPy, Node.js. Education: M.Tech.",5,Web Developer,"HTML, React, Kubernetes, Data Analysis, Python, C++, NumPy, Node.js",M.Tech,1
"Data Scientist with 0 years experience. Skilled in TensorFlow, AWS, Data Analysis, Kubernetes, HTML, NumPy, Flask. Education: MCA.",0,Data Scientist,"TensorFlow, AWS, Data Analysis, Kubernetes, HTML, NumPy, Flask",MCA,0
"Machine Learning Engineer with 6 years experience. Skilled in HTML, PyTorch, SQL, Data Analysis, Git. Education: BCA.",6,Machine Learning Engineer,"HTML, PyTorch, SQL, Data Analysis, Git",BCA,0
"Backend Developer with 2 years experience. Skilled in Machine Learning, Kubernetes, Pandas, JavaScript. Education: BCA.",2,Backend Developer,"Machine Learning, Kubernetes, Pandas, JavaScript",BCA,1
"Web Developer with 0 years experience. Skilled in CSS, AWS, PyTorch, Flask, NumPy, Django. Education: MCA.",0,Web Developer,"CSS, AWS, PyTorch, Flask, NumPy, Django",MCA,0
"Machine Learning Engineer with 5 years experience. Skilled in TensorFlow, Java, AWS, HTML, Data Analysis, PyTorch. Education: B.Tech.",5,Machine Learning Engineer,"TensorFlow, Java, AWS, HTML, Data Analysis, PyTorch",B.Tech,0
"Web Developer with 0 years experience. Skilled in NumPy, HTML, Django, CSS, Flask. Education: MCA.",0,Web Developer,"NumPy, HTML, Django, CSS, Flask",MCA,0
"DevOps Engineer with 6 years experience. Skilled in Deep Learning, Python, CSS, HTML, Node.js, TensorFlow, Docker. Education: MCA.",6,DevOps Engineer,"Deep Learning, Python, CSS, HTML, Node.js, TensorFlow, Docker",MCA,1
"Data Scientist with 6 years experience. Skilled in AWS, Node.js, React, HTML, CSS. Education: MCA.",6,Data Scientist,"AWS, Node.js, React, HTML, CSS",MCA,0
"Machine Learning Engineer with 2 years experience. Skilled in Django, Java, Python, Flask. Education: M.Tech.",2,Machine Learning Engineer,"Django, Java, Python, Flask",M.Tech,1
"Web Developer with 1 years experience. Skilled in SQL, CSS, Git, Kubernetes, Docker, PyTorch, Flask. Education: M.Tech.",1,Web Developer,"SQL, CSS, Git, Kubernetes, Docker, PyTorch, Flask",M.Tech,0
"Backend Developer with 5 years experience. Skilled in Machine Learning, Flask, JavaScript, NumPy, Data Analysis, C++, Django, Deep Learning. Education: B.Sc Computer Science.",5,Backend Developer,"Machine Learning, Flask, JavaScript, NumPy, Data Analysis, C++, Django, Deep Learning",B.Sc Computer Science,1
"Backend Developer with 2 years experience. Skilled in Flask, NumPy, CSS, Node.js, SQL. Education: BCA.",2,Backend Developer,"Flask, NumPy, CSS, Node.js, SQL",BCA,0
"Machine Learning Engineer with 5 years experience. Skilled in Django, Data Analysis, Flask, JavaScript, Node.js, PyTorch, Pandas, C++. Education: B.Tech.",5,Machine Learning Engineer,"Django, Data Analysis, Flask, JavaScript, Node.js, PyTorch, Pandas, C++",B.Tech,1
"Web Developer with 3 years experience. Skilled in HTML, Python, PyTorch, AWS, TensorFlow, Data Analysis. Education: MCA.",3,Web Developer,"HTML, Python, PyTorch, AWS, TensorFlow, Data Analysis",MCA,1
"Web Developer with 0 years experience. Skilled in Pandas, Flask, PyTorch, Python, Node.js. Education: BCA.",0,Web Developer,"Pandas, Flask, PyTorch, Python, Node.js",BCA,0
"Web Developer with 5 years experience. Skilled in C++, CSS, Node.js, NumPy, Data Analysis. Education: B.Tech.",5,Web Developer,"C++, CSS, Node.js, NumPy, Data Analysis",B.Tech,0
"Frontend Developer with 5 years experience. Skilled in Deep Learning, Git, Java, TensorFlow, Pandas, Django, Node.js, Flask. Education: B.Tech.",5,Frontend Developer,"Deep Learning, Git, Java, TensorFlow, Pandas, Django, Node.js, Flask",B.Tech,0
"Web Developer with 6 years experience. Skilled in SQL, C++, Kubernetes, PyTorch. Education: B.Tech.",6,Web Developer,"SQL, C++, Kubernetes, PyTorch",B.Tech,0
"DevOps Engineer with 2 years experience. Skilled in React, Node.js, JavaScript, Machine Learning, Pandas. Education: BCA.",2,DevOps Engineer,"React, Node.js, JavaScript, Machine Learning, Pandas",BCA,1
"Frontend Developer with 7 years experience. Skilled in Python, C++, Node.js, PyTorch, Kubernetes, TensorFlow, Deep Learning, HTML. Education: M.Tech.",7,Frontend Developer,"Python, C++, Node.js, PyTorch, Kubernetes, TensorFlow, Deep Learning, HTML",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in Machine Learning, NumPy, C++, Flask, Node.js, Deep Learning, Kubernetes, AWS. Education: B.Tech.",1,DevOps Engineer,"Machine Learning, NumPy, C++, Flask, Node.js, Deep Learning, Kubernetes, AWS",B.Tech,0
"Frontend Developer with 2 years experience. Skilled in Machine Learning, Pandas, Deep Learning, Docker, CSS, Python, Django, Flask. Education: B.Sc Computer Science.",2,Frontend Developer,"Machine Learning, Pandas, Deep Learning, Docker, CSS, Python, Django, Flask",B.Sc Computer Science,1
"DevOps Engineer with 5 years experience. Skilled in Data Analysis, Pandas, Docker, Flask, Kubernetes, Django, HTML. Education: BCA.",5,DevOps Engineer,"Data Analysis, Pandas, Docker, Flask, Kubernetes, Django, HTML",BCA,0
"Backend Developer with 7 years experience. Skilled in Deep Learning, JavaScript, Python, CSS, HTML, Node.js, AWS. Education: MCA.",7,Backend Developer,"Deep Learning, JavaScript, Python, CSS, HTML, Node.js, AWS",MCA,1
"Frontend Developer with 1 years experience. Skilled in TensorFlow, Git, Java, Django. Education: MCA.",1,Frontend Developer,"TensorFlow, Git, Java, Django",MCA,0
"Machine Learning Engineer with 5 years experience. Skilled in CSS, Pandas, Kubernetes, Machine Learning. Education: M.Tech.",5,Machine Learning Engineer,"CSS, Pandas, Kubernetes, Machine Learning",M.Tech,0
"Backend Developer with 1 years experience. Skilled in Django, SQL, Kubernetes, Flask. Education: MCA.",1,Backend Developer,"Django, SQL, Kubernetes, Flask",MCA,0
"Web Developer with 1 years experience. Skilled in React, Kubernetes, Deep Learning, HTML, JavaScript, Python, PyTorch. Education: M.Tech.",1,Web Developer,"React, Kubernetes, Deep Learning, HTML, JavaScript, Python, PyTorch",M.Tech,1
"Frontend Developer with 6 years experience. Skilled in Java, Node.js, Data Analysis, Docker, Flask, JavaScript, React, Deep Learning. Education: MCA.",6,Frontend Developer,"Java, Node.js, Data Analysis, Docker, Flask, JavaScript, React, Deep Learning",MCA,1
"Backend Developer with 4 years experience. Skilled in Node.js, AWS, Git, PyTorch, Deep Learning. Education: M.Tech.",4,Backend Developer,"Node.js, AWS, Git, PyTorch, Deep Learning",M.Tech,0
"Frontend Developer with 6 years experience. Skilled in C++, CSS, PyTorch, JavaScript, Node.js, AWS, React. Education: MCA.",6,Frontend Developer,"C++, CSS, PyTorch, JavaScript, Node.js, AWS, React",MCA,1
"Data Scientist with 0 years experience. Skilled in Machine Learning, Python, TensorFlow, React, JavaScript. Education: B.Sc Computer Science.",0,Data Scientist,"Machine Learning, Python, TensorFlow, React, JavaScript",B.Sc Computer Science,0
"Backend Developer with 4 years experience. Skilled in HTML, Django, Deep Learning, Data Analysis, JavaScript, React, Pandas. Education: M.Tech.",4,Backend Developer,"HTML, Django, Deep Learning, Data Analysis, JavaScript, React, Pandas",M.Tech,1
"Data Scientist with 5 years experience. Skilled in AWS, Docker, HTML, JavaScript, Kubernetes, Flask. Education: B.Sc Computer Science.",5,Data Scientist,"AWS, Docker, HTML, JavaScript, Kubernetes, Flask",B.Sc Computer Science,1
"Web Developer with 3 years experience. Skilled in React, NumPy, Django, Kubernetes, SQL, Git, AWS. Education: M.Tech.",3,Web Developer,"React, NumPy, Django, Kubernetes, SQL, Git, AWS",M.Tech,0
"Frontend Developer with 7 years experience. Skilled in AWS, Git, Flask, Deep Learning, Kubernetes, Pandas. Education: BCA.",7,Frontend Developer,"AWS, Git, Flask, Deep Learning, Kubernetes, Pandas",BCA,0
"Machine Learning Engineer with 2 years experience. Skilled in Node.js, Flask, CSS, Git. Education: BCA.",2,Machine Learning Engineer,"Node.js, Flask, CSS, Git",BCA,0
"Frontend Developer with 4 years experience. Skilled in PyTorch, Kubernetes, AWS, JavaScript, Deep Learning, SQL, Machine Learning. Education: B.Tech.",4,Frontend Developer,"PyTorch, Kubernetes, AWS, JavaScript, Deep Learning, SQL, Machine Learning",B.Tech,1
"DevOps Engineer with 1 years experience. Skilled in Java, Docker, CSS, Flask. Education: B.Tech.",1,DevOps Engineer,"Java, Docker, CSS, Flask",B.Tech,0
"Backend Developer with 1 years experience. Skilled in Node.js, JavaScript, PyTorch, Docker. Education: B.Sc Computer Science.",1,Backend Developer,"Node.js, JavaScript, PyTorch, Docker",B.Sc Computer Science,1
"DevOps Engineer with 2 years experience. Skilled in Node.js, Pandas, HTML, CSS. Education: BCA.",2,DevOps Engineer,"Node.js, Pandas, HTML, CSS",BCA,0
"Frontend Developer with 5 years experience. Skilled in Java, Flask, Kubernetes, C++, Node.js, NumPy, Python, PyTorch. Education: B.Tech.",5,Frontend Developer,"Java, Flask, Kubernetes, C++, Node.js, NumPy, Python, PyTorch",B.Tech,1
"Frontend Developer with 7 years experience. Skilled in Python, CSS, TensorFlow, Data Analysis. Education: B.Tech.",7,Frontend Developer,"Python, CSS, TensorFlow, Data Analysis",B.Tech,1
"Machine Learning Engineer with 3 years experience. Skilled in HTML, TensorFlow, Docker, Java, Flask, Pandas, Django, Node.js. Education: MCA.",3,Machine Learning Engineer,"HTML, TensorFlow, Docker, Java, Flask, Pandas, Django, Node.js",MCA,0
"Data Scientist with 1 years experience. Skilled in Machine Learning, Git, React, AWS, PyTorch, Pandas. Education: MCA.",1,Data Scientist,"Machine Learning, Git, React, AWS, PyTorch, Pandas",MCA,0
"Web Developer with 4 years experience. Skilled in Java, AWS, C++, Docker. Education: M.Tech.",4,Web Developer,"Java, AWS, C++, Docker",M.Tech,0
"Backend Developer with 4 years experience. Skilled in Machine Learning, Django, SQL, Data Analysis, Deep Learning, Java, PyTorch, TensorFlow. Education: M.Tech.",4,Backend Developer,"Machine Learning, Django, SQL, Data Analysis, Deep Learning, Java, PyTorch, TensorFlow",M.Tech,0
"Frontend Developer with 4 years experience. Skilled in React, Python, PyTorch, Node.js. Education: BCA.",4,Frontend Developer,"React, Python, PyTorch, Node.js",BCA,1
"Backend Developer with 2 years experience. Skilled in SQL, Java, Machine Learning, NumPy, Django, CSS, Flask, React. Education: B.Sc Computer Science.",2,Backend Developer,"SQL, Java, Machine Learning, NumPy, Django, CSS, Flask, React",B.Sc Computer Science,0
"Data Scientist with 5 years experience. Skilled in React, TensorFlow, Pandas, Python, AWS, CSS, SQL, PyTorch. Education: B.Sc Computer Science.",5,Data Scientist,"React, TensorFlow, Pandas, Python, AWS, CSS, SQL, PyTorch",B.Sc Computer Science,1
"DevOps Engineer with 4 years experience. Skilled in AWS, Data Analysis, Deep Learning, Kubernetes, Git, JavaScript. Education: BCA.",4,DevOps Engineer,"AWS, Data Analysis, Deep Learning, Kubernetes, Git, JavaScript",BCA,1
"DevOps Engineer with 3 years experience. Skilled in Machine Learning, Pandas, Node.js, HTML, PyTorch, Kubernetes, Docker, NumPy. Education: B.Tech.",3,DevOps Engineer,"Machine Learning, Pandas, Node.js, HTML, PyTorch, Kubernetes, Docker, NumPy",B.Tech,0
"Web Developer with 6 years experience. Skilled in Django, Java, Data Analysis, Kubernetes. Education: MCA.",6,Web Developer,"Django, Java, Data Analysis, Kubernetes",MCA,0
"Web Developer with 7 years experience. Skilled in Python, Pandas, TensorFlow, React, Node.js. Education: B.Sc Computer Science.",7,Web Developer,"Python, Pandas, TensorFlow, React, Node.js",B.Sc Computer Science,1
"Frontend Developer with 6 years experience. Skilled in CSS, C++, Pandas, Flask, Python. Education: M.Tech.",6,Frontend Developer,"CSS, C++, Pandas, Flask, Python",M.Tech,1
"Machine Learning Engineer with 1 years experience. Skilled in Pandas, Python, JavaScript, PyTorch, Flask. Education: M.Tech.",1,Machine Learning Engineer,"Pandas, Python, JavaScript, PyTorch, Flask",M.Tech,1
"DevOps Engineer with 5 years experience. Skilled in PyTorch, React, Pandas, Java, TensorFlow, CSS. Education: B.Sc Computer Science.",5,DevOps Engineer,"PyTorch, React, Pandas, Java, TensorFlow, CSS",B.Sc Computer Science,0
"Frontend Developer with 1 years experience. Skilled in HTML, Flask, Machine Learning, Docker, Deep Learning, Git, CSS. Education: BCA.",1,Frontend Developer,"HTML, Flask, Machine Learning, Docker, Deep Learning, Git, CSS",BCA,0
"DevOps Engineer with 1 years experience. Skilled in Docker, NumPy, Kubernetes, SQL, React. Education: M.Tech.",1,DevOps Engineer,"Docker, NumPy, Kubernetes, SQL, React",M.Tech,0
"Data Scientist with 2 years experience. Skilled in Docker, Kubernetes, AWS, C++, PyTorch, Django, Data Analysis. Education: BCA.",2,Data Scientist,"Docker, Kubernetes, AWS, C++, PyTorch, Django, Data Analysis",BCA,0
"Frontend Developer with 4 years experience. Skilled in Docker, JavaScript, Data Analysis, Flask, AWS, Git, C++, Java. Education: MCA.",4,Frontend Developer,"Docker, JavaScript, Data Analysis, Flask, AWS, Git, C++, Java",MCA,1
"Data Scientist with 0 years experience. Skilled in PyTorch, Java, Deep Learning, HTML. Education: MCA.",0,Data Scientist,"PyTorch, Java, Deep Learning, HTML",MCA,0
"DevOps Engineer with 5 years experience. Skilled in Node.js, PyTorch, Git, AWS, NumPy, C++, Deep Learning. Education: M.Tech.",5,DevOps Engineer,"Node.js, PyTorch, Git, AWS, NumPy, C++, Deep Learning",M.Tech,0
"Web Developer with 7 years experience. Skilled in TensorFlow, Django, JavaScript, C++, CSS. Education: B.Sc Computer Science.",7,Web Developer,"TensorFlow, Django, JavaScript, C++, CSS",B.Sc Computer Science,1
"Web Developer with 0 years experience. Skilled in Node.js, Django, Python, Docker, Kubernetes, Machine Learning. Education: B.Sc Computer Science.",0,Web Developer,"Node.js, Django, Python, Docker, Kubernetes, Machine Learning",B.Sc Computer Science,0
"Machine Learning Engineer with 3 years experience. Skilled in Python, AWS, Deep Learning, PyTorch, TensorFlow, Flask, JavaScript, Kubernetes. Education: MCA.",3,Machine Learning Engineer,"Python, AWS, Deep Learning, PyTorch, TensorFlow, Flask, JavaScript, Kubernetes",MCA,1
"DevOps Engineer with 1 years experience. Skilled in C++, JavaScript, Flask, TensorFlow, Java, Python. Education: MCA.",1,DevOps Engineer,"C++, JavaScript, Flask, TensorFlow, Java, Python",MCA,1
"Frontend Developer with 1 years experience. Skilled in Deep Learning, CSS, Docker, Flask, Node.js, Kubernetes, Pandas, Python. Education: M.Tech.",1,Frontend Developer,"Deep Learning, CSS, Docker, Flask, Node.js, Kubernetes, Pandas, Python",M.Tech,1
"Frontend Developer with 7 years experience. Skilled in Docker, Machine Learning, TensorFlow, JavaScript, Java, C++. Education: BCA.",7,Frontend Developer,"Docker, Machine Learning, TensorFlow, JavaScript, Java, C++",BCA,1
"Data Scientist with 3 years experience. Skilled in SQL, Java, Node.js, PyTorch, C++, React. Education: B.Sc Computer Science.",3,Data Scientist,"SQL, Java, Node.js, PyTorch, C++, React",B.Sc Computer Science,0
"Data Scientist with 0 years experience. Skilled in Pandas, Docker, CSS, JavaScript, C++, Django, TensorFlow, PyTorch. Education: B.Sc Computer Science.",0,Data Scientist,"Pandas, Docker, CSS, JavaScript, C++, Django, TensorFlow, PyTorch",B.Sc Computer Science,0
